date,product,quantity,unitPrice
2026-08-28,"Amul Salted Butter 500g",11,275.00
2026-08-28,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-28,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-08-28,"Tata Salt Vacuum Evaporated 1kg",27,28.00
2026-08-28,"Tata Sampann Toor Dal 1kg",11,175.00
2026-08-28,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-08-28,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-28,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-08-28,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-28,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-28,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-29,"Maggi 2-Minute Noodles 70g",28,14.00
2026-08-29,"Nestle Classic Coffee 50g",7,175.00
2026-08-29,"Coca-Cola Original 750ml",17,45.00
2026-08-29,"Pepsi Can 300ml",14,40.00
2026-08-29,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-29,"Parle-G Gold Biscuits 1kg",10,130.00
2026-08-29,"Britannia Good Day Butter 200g",15,50.00
2026-08-29,"Britannia Marie Gold 250g",16,35.00
2026-08-29,"Lay's Classic Salted Chips 50g",24,20.00
2026-08-29,"Kurkure Masala Munch 80g",20,20.00
2026-08-29,"Amul Taaza Homogenised Toned Milk 1L",28,72.00
2026-08-29,"Amul Salted Butter 500g",11,275.00
2026-08-29,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-29,"Aashirvaad Superior MP Sharbati Atta 5kg",13,310.00
2026-08-29,"Tata Salt Vacuum Evaporated 1kg",26,28.00
2026-08-29,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-29,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-08-29,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-08-29,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-08-29,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-29,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-29,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-08-30,"Maggi 2-Minute Noodles 70g",21,14.00
2026-08-30,"Nestle Classic Coffee 50g",5,175.00
2026-08-30,"Coca-Cola Original 750ml",14,45.00
2026-08-30,"Pepsi Can 300ml",7,40.00
2026-08-30,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-30,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-30,"Britannia Good Day Butter 200g",14,50.00
2026-08-30,"Britannia Marie Gold 250g",11,35.00
2026-08-30,"Lay's Classic Salted Chips 50g",17,20.00
2026-08-30,"Kurkure Masala Munch 80g",14,20.00
2026-08-30,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-08-30,"Amul Salted Butter 500g",8,275.00
2026-08-30,"Kellogg's Corn Flakes 475g",3,220.00
2026-08-30,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-30,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-08-30,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-30,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-30,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-30,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-30,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-08-30,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-30,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-31,"Maggi 2-Minute Noodles 70g",19,14.00
2026-08-31,"Nestle Classic Coffee 50g",5,175.00
2026-08-31,"Coca-Cola Original 750ml",16,45.00
2026-08-31,"Pepsi Can 300ml",10,40.00
2026-08-31,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-31,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-31,"Britannia Good Day Butter 200g",12,50.00
2026-08-31,"Britannia Marie Gold 250g",13,35.00
2026-08-31,"Lay's Classic Salted Chips 50g",14,20.00
2026-08-31,"Kurkure Masala Munch 80g",19,20.00
2026-08-31,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-08-31,"Amul Salted Butter 500g",8,275.00
2026-08-31,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-31,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-31,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-08-31,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-31,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-08-31,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-31,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-31,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-31,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-31,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-09-01,"Maggi 2-Minute Noodles 70g",17,14.00
2026-09-01,"Nestle Classic Coffee 50g",5,175.00
2026-09-01,"Coca-Cola Original 750ml",14,45.00
2026-09-01,"Pepsi Can 300ml",10,40.00
2026-09-01,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-09-01,"Parle-G Gold Biscuits 1kg",9,130.00
2026-09-01,"Britannia Good Day Butter 200g",13,50.00
2026-09-01,"Britannia Marie Gold 250g",12,35.00
2026-09-01,"Lay's Classic Salted Chips 50g",13,20.00
2026-09-01,"Kurkure Masala Munch 80g",14,20.00
2026-09-01,"Amul Taaza Homogenised Toned Milk 1L",20,72.00
2026-09-01,"Amul Salted Butter 500g",7,275.00
2026-09-01,"Kellogg's Corn Flakes 475g",4,220.00
2026-09-01,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-09-01,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-09-01,"Tata Sampann Toor Dal 1kg",7,175.00
2026-09-01,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-09-01,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-09-01,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-09-01,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-09-01,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-09-01,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-09-02,"Maggi 2-Minute Noodles 70g",18,14.00
2026-09-02,"Nestle Classic Coffee 50g",5,175.00
2026-09-02,"Coca-Cola Original 750ml",15,45.00
2026-09-02,"Pepsi Can 300ml",12,40.00
2026-09-02,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-09-02,"Parle-G Gold Biscuits 1kg",8,130.00
2026-09-02,"Britannia Good Day Butter 200g",11,50.00
2026-09-02,"Britannia Marie Gold 250g",12,35.00
2026-09-02,"Lay's Classic Salted Chips 50g",17,20.00
2026-09-02,"Kurkure Masala Munch 80g",16,20.00
2026-09-02,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-09-02,"Amul Salted Butter 500g",6,275.00
2026-09-02,"Kellogg's Corn Flakes 475g",4,220.00
2026-09-02,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-09-02,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-09-02,"Tata Sampann Toor Dal 1kg",8,175.00
2026-09-02,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-09-02,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-09-02,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-09-02,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-09-02,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-09-02,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-09-03,"Maggi 2-Minute Noodles 70g",22,14.00
2026-09-03,"Nestle Classic Coffee 50g",4,175.00
2026-09-03,"Coca-Cola Original 750ml",14,45.00
2026-09-03,"Pepsi Can 300ml",9,40.00
2026-09-03,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-09-03,"Parle-G Gold Biscuits 1kg",10,130.00
2026-09-03,"Britannia Good Day Butter 200g",13,50.00
2026-09-03,"Britannia Marie Gold 250g",10,35.00
2026-09-03,"Lay's Classic Salted Chips 50g",14,20.00
2026-09-03,"Kurkure Masala Munch 80g",16,20.00
2026-09-03,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-09-03,"Amul Salted Butter 500g",8,275.00
2026-09-03,"Kellogg's Corn Flakes 475g",5,220.00
2026-09-03,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-09-03,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-09-03,"Tata Sampann Toor Dal 1kg",9,175.00
2026-09-03,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-09-03,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-09-03,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-09-03,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-09-03,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-09-03,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-09-04,"Maggi 2-Minute Noodles 70g",25,14.00
2026-09-04,"Nestle Classic Coffee 50g",7,175.00
2026-09-04,"Coca-Cola Original 750ml",21,45.00
2026-09-04,"Pepsi Can 300ml",15,40.00
2026-09-04,"Real Fruit Juice Mixed Fruit 1L",9,120.00
2026-09-04,"Parle-G Gold Biscuits 1kg",11,130.00
2026-09-04,"Britannia Good Day Butter 200g",14,50.00
2026-09-04,"Britannia Marie Gold 250g",14,35.00
2026-09-04,"Lay's Classic Salted Chips 50g",22,20.00
2026-09-04,"Kurkure Masala Munch 80g",20,20.00
2026-09-04,"Amul Taaza Homogenised Toned Milk 1L",30,72.00
2026-09-04,"Amul Salted Butter 500g",12,275.00
2026-09-04,"Kellogg's Corn Flakes 475g",6,220.00
2026-09-04,"Aashirvaad Superior MP Sharbati Atta 5kg",13,310.00
2026-09-04,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-09-04,"Tata Sampann Toor Dal 1kg",11,175.00
2026-09-04,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-09-04,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-09-04,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-09-04,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-09-04,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-09-04,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-09-05,"Maggi 2-Minute Noodles 70g",26,14.00
2026-09-05,"Nestle Classic Coffee 50g",5,175.00
2026-09-05,"Coca-Cola Original 750ml",18,45.00
2026-09-05,"Pepsi Can 300ml",14,40.00
2026-09-05,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-09-05,"Parle-G Gold Biscuits 1kg",10,130.00
2026-09-05,"Britannia Good Day Butter 200g",14,50.00
2026-09-05,"Britannia Marie Gold 250g",15,35.00
2026-09-05,"Lay's Classic Salted Chips 50g",22,20.00
2026-09-05,"Kurkure Masala Munch 80g",21,20.00
2026-09-05,"Amul Taaza Homogenised Toned Milk 1L",29,72.00
2026-09-05,"Amul Salted Butter 500g",8,275.00
2026-09-05,"Kellogg's Corn Flakes 475g",5,220.00
2026-09-05,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-09-05,"Tata Salt Vacuum Evaporated 1kg",26,28.00
2026-09-05,"Tata Sampann Toor Dal 1kg",11,175.00
2026-09-05,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-09-05,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-09-05,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-09-05,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-09-05,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-09-05,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-09-06,"Maggi 2-Minute Noodles 70g",18,14.00
2026-09-06,"Nestle Classic Coffee 50g",5,175.00
2026-09-06,"Coca-Cola Original 750ml",15,45.00
2026-09-06,"Pepsi Can 300ml",10,40.00
2026-09-06,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-09-06,"Parle-G Gold Biscuits 1kg",7,130.00
2026-09-06,"Britannia Good Day Butter 200g",10,50.00
2026-09-06,"Britannia Marie Gold 250g",10,35.00
2026-09-06,"Lay's Classic Salted Chips 50g",16,20.00
2026-09-06,"Kurkure Masala Munch 80g",14,20.00
2026-09-06,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-09-06,"Amul Salted Butter 500g",5,275.00
2026-09-06,"Kellogg's Corn Flakes 475g",5,220.00
2026-09-06,"Aashirvaad Superior MP Sharbati Atta 5kg",7,310.00
2026-09-06,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-09-06,"Tata Sampann Toor Dal 1kg",8,175.00
2026-09-06,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-09-06,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-09-06,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-09-06,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-09-06,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-09-06,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-09-07,"Maggi 2-Minute Noodles 70g",19,14.00
2026-09-07,"Nestle Classic Coffee 50g",5,175.00
2026-09-07,"Coca-Cola Original 750ml",14,45.00
2026-09-07,"Pepsi Can 300ml",7,40.00
2026-09-07,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-09-07,"Parle-G Gold Biscuits 1kg",8,130.00
2026-09-07,"Britannia Good Day Butter 200g",11,50.00
2026-09-07,"Britannia Marie Gold 250g",12,35.00
2026-09-07,"Lay's Classic Salted Chips 50g",17,20.00
2026-09-07,"Kurkure Masala Munch 80g",15,20.00
2026-09-07,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-09-07,"Amul Salted Butter 500g",8,275.00
2026-09-07,"Kellogg's Corn Flakes 475g",4,220.00
2026-09-07,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-09-07,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-09-07,"Tata Sampann Toor Dal 1kg",8,175.00
2026-09-07,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-09-07,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-09-07,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-09-07,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-09-07,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-09-07,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-09-08,"Maggi 2-Minute Noodles 70g",17,14.00
2026-09-08,"Nestle Classic Coffee 50g",5,175.00
2026-09-08,"Coca-Cola Original 750ml",16,45.00
2026-09-08,"Pepsi Can 300ml",12,40.00
2026-09-08,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-09-08,"Parle-G Gold Biscuits 1kg",7,130.00
2026-09-08,"Britannia Good Day Butter 200g",13,50.00
2026-09-08,"Britannia Marie Gold 250g",10,35.00
2026-09-08,"Lay's Classic Salted Chips 50g",17,20.00
2026-09-08,"Kurkure Masala Munch 80g",15,20.00
2026-09-08,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-09-08,"Amul Salted Butter 500g",8,275.00
2026-09-08,"Kellogg's Corn Flakes 475g",3,220.00
2026-09-08,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-09-08,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-09-08,"Tata Sampann Toor Dal 1kg",7,175.00
2026-09-08,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-09-08,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-09-08,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-09-08,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-09-08,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-09-08,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-09-09,"Maggi 2-Minute Noodles 70g",14,14.00
2026-09-09,"Nestle Classic Coffee 50g",5,175.00
2026-09-09,"Coca-Cola Original 750ml",16,45.00
2026-09-09,"Pepsi Can 300ml",12,40.00
2026-09-09,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-09-09,"Parle-G Gold Biscuits 1kg",8,130.00
2026-09-09,"Britannia Good Day Butter 200g",11,50.00
2026-09-09,"Britannia Marie Gold 250g",12,35.00
2026-09-09,"Lay's Classic Salted Chips 50g",15,20.00
2026-09-09,"Kurkure Masala Munch 80g",14,20.00
2026-09-09,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-09-09,"Amul Salted Butter 500g",9,275.00
2026-09-09,"Kellogg's Corn Flakes 475g",5,220.00
2026-09-09,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-09-09,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-09-09,"Tata Sampann Toor Dal 1kg",6,175.00
2026-09-09,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-09-09,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-09-09,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-09-09,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-09-09,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-09-09,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-09-10,"Maggi 2-Minute Noodles 70g",20,14.00
2026-09-10,"Nestle Classic Coffee 50g",5,175.00
2026-09-10,"Coca-Cola Original 750ml",13,45.00
2026-09-10,"Pepsi Can 300ml",11,40.00
2026-09-10,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-09-10,"Parle-G Gold Biscuits 1kg",9,130.00
2026-09-10,"Britannia Good Day Butter 200g",10,50.00
2026-09-10,"Britannia Marie Gold 250g",12,35.00
2026-09-10,"Lay's Classic Salted Chips 50g",15,20.00
2026-09-10,"Kurkure Masala Munch 80g",16,20.00
2026-09-10,"Amul Taaza Homogenised Toned Milk 1L",27,72.00
2026-09-10,"Amul Salted Butter 500g",8,275.00
2026-09-10,"Kellogg's Corn Flakes 475g",4,220.00
2026-09-10,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-09-10,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-09-10,"Tata Sampann Toor Dal 1kg",6,175.00
2026-09-10,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-09-10,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-09-10,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-09-10,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-09-10,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-09-10,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-09-11,"Maggi 2-Minute Noodles 70g",26,14.00
2026-09-11,"Nestle Classic Coffee 50g",7,175.00
2026-09-11,"Coca-Cola Original 750ml",20,45.00
2026-09-11,"Pepsi Can 300ml",13,40.00
2026-09-11,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-09-11,"Parle-G Gold Biscuits 1kg",11,130.00
2026-09-11,"Britannia Good Day Butter 200g",18,50.00
2026-09-11,"Britannia Marie Gold 250g",17,35.00
2026-09-11,"Lay's Classic Salted Chips 50g",21,20.00
2026-09-11,"Kurkure Masala Munch 80g",21,20.00
2026-09-11,"Amul Taaza Homogenised Toned Milk 1L",32,72.00
2026-09-11,"Amul Salted Butter 500g",10,275.00
2026-09-11,"Kellogg's Corn Flakes 475g",4,220.00
2026-09-11,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-09-11,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-09-11,"Tata Sampann Toor Dal 1kg",10,175.00
2026-09-11,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-09-11,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-09-11,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-09-11,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-09-11,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-09-11,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-09-12,"Maggi 2-Minute Noodles 70g",26,14.00
2026-09-12,"Nestle Classic Coffee 50g",6,175.00
2026-09-12,"Coca-Cola Original 750ml",18,45.00
2026-09-12,"Pepsi Can 300ml",12,40.00
2026-09-12,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-09-12,"Parle-G Gold Biscuits 1kg",12,130.00
2026-09-12,"Britannia Good Day Butter 200g",17,50.00
2026-09-12,"Britannia Marie Gold 250g",17,35.00
2026-09-12,"Lay's Classic Salted Chips 50g",22,20.00
2026-09-12,"Kurkure Masala Munch 80g",21,20.00
2026-09-12,"Amul Taaza Homogenised Toned Milk 1L",32,72.00
2026-09-12,"Amul Salted Butter 500g",8,275.00
2026-09-12,"Kellogg's Corn Flakes 475g",5,220.00
2026-09-12,"Aashirvaad Superior MP Sharbati Atta 5kg",14,310.00
2026-09-12,"Tata Salt Vacuum Evaporated 1kg",29,28.00
2026-09-12,"Tata Sampann Toor Dal 1kg",13,175.00
2026-09-12,"Fortune Sunlite Refined Sunflower Oil 1L",18,155.00
2026-09-12,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-09-12,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-09-12,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-09-12,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-09-12,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
